experiment,ramp_spread,fe_spread,be_spread,fe_mean,be_mean,rp_obj,eev_obj,vss,pct_vss,rp_exp_unmet,eev_exp_unmet,unmet_gap,rp_fill_rate,eev_fill_rate,fill_rate_gap,rp_exp_inv,eev_exp_inv,inv_gap,rp_xf_fe1,rp_xf_fe2,ev_xf_fe1,ev_xf_fe2,fe2_gap,total_starts_gap,rp_outsource_fe,ev_outsource_fe,rp_outsource_be,ev_outsource_be,profit_gap,rp_total_starts,ev_total_starts,status_rp,status_eev
B_BE_only,0.250000,0.150000,0.250000,0.875000,0.800000,6311.436936,6225.005589,86.431347,1.369440,35.625000,35.625000,0.000000,95.250000,95.250000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,86.431347,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.260000,0.150000,0.260000,0.875000,0.800000,6297.526884,6211.924292,85.602592,1.359305,36.750000,36.750000,0.000000,95.100000,95.100000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,85.602592,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.270000,0.150000,0.270000,0.875000,0.800000,6283.594408,6198.015409,85.578999,1.361943,37.875000,37.875000,0.000000,94.950000,94.950000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,85.578999,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.280000,0.150000,0.280000,0.875000,0.800000,6269.639290,6183.803385,85.835905,1.369072,39.000000,39.000000,0.000000,94.800000,94.800000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,85.835905,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.290000,0.150000,0.290000,0.875000,0.800000,6255.661294,6169.538515,86.122779,1.376717,40.125000,40.125000,0.000000,94.650000,94.650000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,86.122779,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.300000,0.150000,0.300000,0.875000,0.800000,6241.660172,6155.220395,86.439777,1.384884,41.250000,41.250000,0.000000,94.500000,94.500000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,86.439777,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.310000,0.150000,0.310000,0.875000,0.800000,6227.635666,6140.848596,86.787070,1.393580,42.375000,42.375000,0.000000,94.350000,94.350000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,86.787070,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.320000,0.150000,0.320000,0.875000,0.800000,6213.587500,6126.422655,87.164845,1.402810,43.500000,43.500000,0.000000,94.200000,94.200000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,87.164845,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.330000,0.150000,0.330000,0.875000,0.800000,6199.515384,6112.107091,87.408293,1.409921,44.625000,44.625000,0.000000,94.050000,94.050000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,87.408293,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.340000,0.150000,0.340000,0.875000,0.800000,6185.419018,6097.778839,87.640179,1.416883,45.750000,45.750000,0.000000,93.900000,93.900000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,87.640179,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.350000,0.150000,0.350000,0.875000,0.800000,6171.298076,6083.407451,87.890625,1.424184,46.875000,46.875000,0.000000,93.750000,93.750000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,87.890625,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.360000,0.150000,0.360000,0.875000,0.800000,6157.152230,6068.992149,88.160081,1.431832,48.000000,48.000000,0.000000,93.600000,93.600000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,88.160081,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.370000,0.150000,0.370000,0.875000,0.800000,6142.981124,6054.532115,88.449009,1.439839,49.125000,49.125000,0.000000,93.450000,93.450000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,88.449009,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.380000,0.150000,0.380000,0.875000,0.800000,6128.784394,6040.026504,88.757890,1.448214,50.250000,50.250000,0.000000,93.300000,93.300000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,88.757890,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.390000,0.150000,0.390000,0.875000,0.800000,6114.561654,6025.474438,89.087216,1.456968,51.375000,51.375000,0.000000,93.150000,93.150000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,89.087216,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.400000,0.150000,0.400000,0.875000,0.800000,6100.312500,6010.875000,89.437500,1.466113,52.500000,52.500000,0.000000,93.000000,93.000000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,89.437500,13.125000,10.285714,Optimal,Optimal
B_BE_only,0.410000,0.150000,0.405000,0.875000,0.797500,6084.426996,5995.505824,88.921172,1.461455,53.625000,53.625000,0.000000,92.850000,92.850000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.312584,2.812416,2.812416,Yes,Yes,Yes,Yes,88.921172,13.125000,10.312584,Optimal,Optimal
B_BE_only,0.420000,0.150000,0.410000,0.875000,0.795000,6068.520128,5980.104674,88.415454,1.456952,54.750000,54.750000,0.000000,92.700000,92.700000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.339623,2.785377,2.785377,Yes,Yes,Yes,Yes,88.415454,13.125000,10.339623,Optimal,Optimal
B_BE_only,0.430000,0.150000,0.415000,0.875000,0.792500,6052.591346,5964.670544,87.920802,1.452614,55.875000,55.875000,0.000000,92.550000,92.550000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.366832,2.758168,2.758168,Yes,Yes,Yes,Yes,87.920802,13.125000,10.366832,Optimal,Optimal
B_BE_only,0.440000,0.150000,0.420000,0.875000,0.790000,6036.640086,5949.202395,87.437691,1.448450,57.000000,57.000000,0.000000,92.400000,92.400000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.394213,2.730787,2.730787,Yes,Yes,Yes,Yes,87.437691,13.125000,10.394213,Optimal,Optimal
B_BE_only,0.450000,0.150000,0.425000,0.875000,0.787500,6020.665760,5933.699146,86.966614,1.444468,58.125000,58.125000,0.000000,92.250000,92.250000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.421769,2.703231,2.703231,Yes,Yes,Yes,Yes,86.966614,13.125000,10.421769,Optimal,Optimal
B_BE_only,0.460000,0.150000,0.430000,0.875000,0.785000,6004.667764,5918.159676,86.508088,1.440681,59.250000,59.250000,0.000000,92.100000,92.100000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.449500,2.675500,2.675500,Yes,Yes,Yes,Yes,86.508088,13.125000,10.449500,Optimal,Optimal
B_BE_only,0.470000,0.150000,0.435000,0.875000,0.782500,5988.645464,5902.582822,86.062642,1.437097,60.375000,60.375000,0.000000,91.950000,91.950000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.477408,2.647592,2.647592,Yes,Yes,Yes,Yes,86.062642,13.125000,10.477408,Optimal,Optimal
B_BE_only,0.480000,0.150000,0.440000,0.875000,0.780000,5972.598214,5886.967376,85.630838,1.433728,61.500000,61.500000,0.000000,91.800000,91.800000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.505495,2.619505,2.619505,Yes,Yes,Yes,Yes,85.630838,13.125000,10.505495,Optimal,Optimal
B_BE_only,0.490000,0.150000,0.445000,0.875000,0.777500,5956.525338,5871.312086,85.213252,1.430587,62.625000,62.625000,0.000000,91.650000,91.650000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.533762,2.591238,2.591238,Yes,Yes,Yes,Yes,85.213252,13.125000,10.533762,Optimal,Optimal
B_BE_only,0.500000,0.150000,0.450000,0.875000,0.775000,5940.426136,5855.615652,84.810484,1.427684,63.750000,63.750000,0.000000,91.500000,91.500000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.562212,2.562788,2.562788,Yes,Yes,Yes,Yes,84.810484,13.125000,10.562212,Optimal,Optimal
C_both,0.010000,0.010000,0.010000,0.875000,0.800000,6566.887762,6445.812639,121.075123,1.843722,15.000000,15.000000,0.000000,98.000000,98.000000,0.000000,0.000000,0.000000,0.000000,10.000000,2.068966,10.000000,0.285714,1.783251,1.783251,Yes,Yes,Yes,Yes,121.075123,12.068966,10.285714,Optimal,Optimal
C_both,0.020000,0.020000,0.020000,0.875000,0.800000,6566.756746,6445.786267,120.970479,1.842165,15.000000,15.000000,0.000000,98.000000,98.000000,0.000000,0.000000,0.000000,0.000000,10.000000,2.138728,10.000000,0.285714,1.853014,1.853014,Yes,Yes,Yes,Yes,120.970479,12.138728,10.285714,Optimal,Optimal
C_both,0.030000,0.030000,0.030000,0.875000,0.800000,6566.606917,6445.742299,120.864618,1.840595,15.000000,15.000000,0.000000,98.000000,98.000000,0.000000,0.000000,0.000000,0.000000,10.000000,2.209302,10.000000,0.285714,1.923588,1.923588,Yes,Yes,Yes,Yes,120.864618,12.209302,10.285714,Optimal,Optimal
C_both,0.040000,0.040000,0.040000,0.875000,0.800000,6566.438234,6445.680715,120.757519,1.839011,15.000000,15.000000,0.000000,98.000000,98.000000,0.000000,0.000000,0.000000,0.000000,10.000000,2.280702,10.000000,0.285714,1.994988,1.994988,Yes,Yes,Yes,Yes,120.757519,12.280702,10.285714,Optimal,Optimal
C_both,0.050000,0.050000,0.050000,0.875000,0.800000,6566.250647,6445.601487,120.649160,1.837413,15.000000,15.000000,0.000000,98.000000,98.000000,0.000000,0.000000,0.000000,0.000000,10.000000,2.352941,10.000000,0.285714,2.067227,2.067227,Yes,Yes,Yes,Yes,120.649160,12.352941,10.285714,Optimal,Optimal
C_both,0.060000,0.060000,0.060000,0.875000,0.800000,6566.044096,6445.504579,120.539517,1.835801,15.000000,15.000000,0.000000,98.000000,98.000000,0.000000,0.000000,0.000000,0.000000,10.000000,2.426035,10.000000,0.285714,2.140321,2.140321,Yes,Yes,Yes,Yes,120.539517,12.426035,10.285714,Optimal,Optimal
C_both,0.070000,0.070000,0.070000,0.875000,0.800000,6561.302792,6441.615240,119.687552,1.824143,15.375000,15.375000,0.000000,97.950000,97.950000,0.000000,0.000000,0.000000,0.000000,10.000000,2.500000,10.000000,0.285714,2.214286,2.214286,Yes,Yes,Yes,Yes,119.687552,12.500000,10.285714,Optimal,Optimal
C_both,0.080000,0.080000,0.080000,0.875000,0.800000,6547.502387,6430.132518,117.369868,1.792590,16.500000,16.500000,0.000000,97.800000,97.800000,0.000000,0.000000,0.000000,0.000000,10.000000,2.574850,10.000000,0.285714,2.289136,2.289136,Yes,Yes,Yes,Yes,117.369868,12.574850,10.285714,Optimal,Optimal
C_both,0.090000,0.090000,0.090000,0.875000,0.800000,6533.670130,6418.593202,115.076928,1.761291,17.625000,17.625000,0.000000,97.650000,97.650000,0.000000,0.000000,0.000000,0.000000,10.000000,2.650602,10.000000,0.285714,2.364888,2.364888,Yes,Yes,Yes,Yes,115.076928,12.650602,10.285714,Optimal,Optimal
C_both,0.100000,0.100000,0.100000,0.875000,0.800000,6519.806150,6406.997901,112.808249,1.730239,18.750000,18.750000,0.000000,97.500000,97.500000,0.000000,0.000000,0.000000,0.000000,10.000000,2.727273,10.000000,0.285714,2.441558,2.441558,Yes,Yes,Yes,Yes,112.808249,12.727273,10.285714,Optimal,Optimal
C_both,0.110000,0.110000,0.110000,0.875000,0.800000,6505.910559,6395.347199,110.563360,1.699429,19.875000,19.875000,0.000000,97.350000,97.350000,0.000000,0.000000,0.000000,0.000000,10.000000,2.804878,10.000000,0.285714,2.519164,2.519164,Yes,Yes,Yes,Yes,110.563360,12.804878,10.285714,Optimal,Optimal
C_both,0.120000,0.120000,0.120000,0.875000,0.800000,6491.983458,6383.641668,108.341791,1.668855,21.000000,21.000000,0.000000,97.200000,97.200000,0.000000,0.000000,0.000000,0.000000,10.000000,2.883436,10.000000,0.285714,2.597721,2.597721,Yes,Yes,Yes,Yes,108.341791,12.883436,10.285714,Optimal,Optimal
C_both,0.130000,0.130000,0.130000,0.875000,0.800000,6478.024929,6371.881843,106.143086,1.638510,22.125000,22.125000,0.000000,97.050000,97.050000,0.000000,0.000000,0.000000,0.000000,10.000000,2.962963,10.000000,0.285714,2.677249,2.677249,Yes,Yes,Yes,Yes,106.143086,12.962963,10.285714,Optimal,Optimal
C_both,0.140000,0.140000,0.140000,0.875000,0.800000,6464.035041,6360.068237,103.966803,1.608389,23.250000,23.250000,0.000000,96.900000,96.900000,0.000000,0.000000,0.000000,0.000000,10.000000,3.043478,10.000000,0.285714,2.757764,2.757764,Yes,Yes,Yes,Yes,103.966803,13.043478,10.285714,Optimal,Optimal
C_both,0.150000,0.150000,0.150000,0.875000,0.800000,6450.013854,6348.201354,101.812499,1.578485,24.375000,24.375000,0.000000,96.750000,96.750000,0.000000,0.000000,0.000000,0.000000,10.000000,3.125000,10.000000,0.285714,2.839286,2.839286,Yes,Yes,Yes,Yes,101.812499,13.125000,10.285714,Optimal,Optimal
C_both,0.160000,0.160000,0.160000,0.875000,0.800000,6435.961406,6336.281656,99.679750,1.548793,25.500000,25.500000,0.000000,96.600000,96.600000,0.000000,0.000000,0.000000,0.000000,10.000000,3.207547,10.000000,0.285714,2.921833,2.921833,Yes,Yes,Yes,Yes,99.679750,13.207547,10.285714,Optimal,Optimal
C_both,0.170000,0.170000,0.170000,0.875000,0.800000,6421.877724,6324.309590,97.568134,1.519308,26.625000,26.625000,0.000000,96.450000,96.450000,0.000000,0.000000,0.000000,0.000000,10.000000,3.291139,10.000000,0.285714,3.005425,3.005425,Yes,Yes,Yes,Yes,97.568134,13.291139,10.285714,Optimal,Optimal
C_both,0.180000,0.180000,0.180000,0.875000,0.800000,6407.819282,6312.327718,95.491563,1.490235,27.750000,27.750000,0.000000,96.300000,96.300000,0.000000,0.000000,0.000000,0.000000,10.000000,3.375796,10.000000,0.285714,3.090082,3.090082,Yes,Yes,Yes,Yes,95.491563,13.375796,10.285714,Optimal,Optimal
C_both,0.190000,0.190000,0.190000,0.875000,0.800000,6393.932406,6298.477242,95.455164,1.492902,28.875000,28.875000,0.000000,96.150000,96.150000,0.000000,0.000000,0.000000,0.000000,10.000000,3.461539,10.000000,0.285714,3.175824,3.175824,Yes,Yes,Yes,Yes,95.455164,13.461538,10.285714,Optimal,Optimal
C_both,0.200000,0.200000,0.200000,0.875000,0.800000,6380.022657,6284.556548,95.466110,1.496329,30.000000,30.000000,0.000000,96.000000,96.000000,0.000000,0.000000,0.000000,0.000000,10.000000,3.548387,10.000000,0.285714,3.262673,3.262673,Yes,Yes,Yes,Yes,95.466110,13.548387,10.285714,Optimal,Optimal
C_both,0.210000,0.210000,0.210000,0.875000,0.800000,6366.089867,6269.468083,96.621783,1.517757,31.125000,31.125000,0.000000,95.850000,95.850000,0.000000,0.000000,0.000000,0.000000,10.000000,3.636364,10.000000,0.285714,3.350649,3.350649,Yes,Yes,Yes,Yes,96.621783,13.636364,10.285714,Optimal,Optimal
C_both,0.220000,0.220000,0.220000,0.875000,0.800000,6352.133851,6253.444871,98.688980,1.553635,32.250000,32.250000,0.000000,95.700000,95.700000,0.000000,0.000000,0.000000,0.000000,10.000000,3.725490,10.000000,0.285714,3.439776,3.439776,Yes,Yes,Yes,Yes,98.688980,13.725490,10.285714,Optimal,Optimal
C_both,0.230000,0.230000,0.230000,0.875000,0.800000,6338.154414,6237.370629,100.783785,1.590112,33.375000,33.375000,0.000000,95.550000,95.550000,0.000000,0.000000,0.000000,0.000000,10.000000,3.815790,10.000000,0.285714,3.530075,3.530075,Yes,Yes,Yes,Yes,100.783785,13.815790,10.285714,Optimal,Optimal
C_both,0.240000,0.240000,0.240000,0.875000,0.800000,6324.151349,6221.245123,102.906225,1.627194,34.500000,34.500000,0.000000,95.400000,95.400000,0.000000,0.000000,0.000000,0.000000,10.000000,3.907285,10.000000,0.285714,3.621571,3.621571,Yes,Yes,Yes,Yes,102.906225,13.907285,10.285714,Optimal,Optimal
C_both,0.250000,0.250000,0.250000,0.875000,0.800000,6310.124436,6205.068089,105.056347,1.664885,35.625000,35.625000,0.000000,95.250000,95.250000,0.000000,0.000000,0.000000,0.000000,10.000000,4.000000,10.000000,0.285714,3.714286,3.714286,Yes,Yes,Yes,Yes,105.056347,14.000000,10.285714,Optimal,Optimal
C_both,0.260000,0.255000,0.260000,0.872500,0.800000,6296.073444,6189.700747,106.372697,1.689509,36.750000,36.750000,0.000000,95.100000,95.100000,0.000000,0.000000,0.000000,0.000000,10.000000,4.093960,10.000000,0.315186,3.778773,3.778773,Yes,Yes,Yes,Yes,106.372697,14.093960,10.315186,Optimal,Optimal
C_both,0.270000,0.260000,0.270000,0.870000,0.800000,6281.998124,6174.274028,107.724096,1.714806,37.875000,37.875000,0.000000,94.950000,94.950000,0.000000,0.000000,0.000000,0.000000,10.000000,4.189189,10.000000,0.344828,3.844362,3.844362,Yes,Yes,Yes,Yes,107.724096,14.189189,10.344828,Optimal,Optimal
C_both,0.280000,0.265000,0.280000,0.867500,0.800000,6267.898219,6158.787534,109.110684,1.740786,39.000000,39.000000,0.000000,94.800000,94.800000,0.000000,0.000000,0.000000,0.000000,10.000000,4.285714,10.000000,0.374640,3.911075,3.911075,Yes,Yes,Yes,Yes,109.110684,14.285714,10.374640,Optimal,Optimal
C_both,0.290000,0.270000,0.290000,0.865000,0.800000,6253.773452,6143.240828,110.532624,1.767455,40.125000,40.125000,0.000000,94.650000,94.650000,0.000000,0.000000,0.000000,0.000000,10.000000,4.383562,10.000000,0.404624,3.978937,3.978937,Yes,Yes,Yes,Yes,110.532624,14.383562,10.404624,Optimal,Optimal
C_both,0.300000,0.275000,0.300000,0.862500,0.800000,6239.623534,6127.633440,111.990094,1.794821,41.250000,41.250000,0.000000,94.500000,94.500000,0.000000,0.000000,0.000000,0.000000,10.000000,4.482759,10.000000,0.434783,4.047976,4.047976,Yes,Yes,Yes,Yes,111.990094,14.482759,10.434783,Optimal,Optimal
C_both,0.310000,0.280000,0.310000,0.860000,0.800000,6225.448166,6111.964876,113.483290,1.822894,42.375000,42.375000,0.000000,94.350000,94.350000,0.000000,0.000000,0.000000,0.000000,10.000000,4.583333,10.000000,0.465116,4.118217,4.118217,Yes,Yes,Yes,Yes,113.483290,14.583333,10.465116,Optimal,Optimal
C_both,0.320000,0.285000,0.320000,0.857500,0.800000,6211.247028,6096.234611,115.012417,1.851680,43.500000,43.500000,0.000000,94.200000,94.200000,0.000000,0.000000,0.000000,0.000000,10.000000,4.685315,10.000000,0.495627,4.189688,4.189688,Yes,Yes,Yes,Yes,115.012417,14.685315,10.495627,Optimal,Optimal
C_both,0.330000,0.290000,0.330000,0.855000,0.800000,6197.019785,6078.154792,118.864993,1.918099,44.625000,44.833881,0.208881,94.050000,94.022149,0.027851,0.000000,0.000000,0.000000,10.000000,4.788732,10.000000,0.526316,4.262417,4.262417,Yes,Yes,Yes,Yes,118.864993,14.788732,10.526316,Optimal,Optimal
C_both,0.340000,0.295000,0.340000,0.852500,0.800000,6182.766092,6059.676748,123.089344,1.990846,45.750000,46.200330,0.450330,93.900000,93.839956,0.060044,0.000000,0.000000,0.000000,10.000000,4.893617,10.000000,0.557185,4.336432,4.336432,Yes,Yes,Yes,Yes,123.089344,14.893617,10.557185,Optimal,Optimal
C_both,0.350000,0.300000,0.350000,0.850000,0.800000,6168.485576,6041.181341,127.304235,2.063784,46.875000,47.564339,0.689339,93.750000,93.658088,0.091912,0.000000,0.000000,0.000000,10.000000,5.000000,10.000000,0.588235,4.411765,4.411765,Yes,Yes,Yes,Yes,127.304235,15.000000,10.588235,Optimal,Optimal
C_both,0.360000,0.305000,0.360000,0.847500,0.800000,6154.177859,6022.668035,131.509825,2.136919,48.000000,48.925885,0.925885,93.600000,93.476549,0.123451,0.000000,0.000000,0.000000,10.000000,5.107914,10.000000,0.619469,4.488445,4.488445,Yes,Yes,Yes,Yes,131.509825,15.107914,10.619469,Optimal,Optimal
C_both,0.370000,0.310000,0.370000,0.845000,0.800000,6139.842537,6004.136214,135.706323,2.210257,49.125000,50.284949,1.159949,93.450000,93.295340,0.154660,0.000000,0.000000,0.000000,10.000000,5.217391,10.000000,0.650888,4.566504,4.566504,Yes,Yes,Yes,Yes,135.706323,15.217391,10.650888,Optimal,Optimal
C_both,0.380000,0.315000,0.380000,0.842500,0.800000,6125.479193,5985.585290,139.893903,2.283803,50.250000,51.641506,1.391506,93.300000,93.114466,0.185534,0.000000,0.000000,0.000000,10.000000,5.328467,10.000000,0.682493,4.645975,4.645975,Yes,Yes,Yes,Yes,139.893903,15.328467,10.682493,Optimal,Optimal
C_both,0.390000,0.320000,0.390000,0.840000,0.800000,6111.087389,5967.014611,144.072779,2.357564,51.375000,52.995536,1.620536,93.150000,92.933928,0.216072,0.000000,0.000000,0.000000,10.000000,5.441177,10.000000,0.714286,4.726891,4.726891,Yes,Yes,Yes,Yes,144.072779,15.441177,10.714286,Optimal,Optimal
C_both,0.400000,0.325000,0.400000,0.837500,0.800000,6096.666667,5948.423505,148.243161,2.431544,52.500000,54.347015,1.847015,93.000000,92.753731,0.246269,0.000000,0.000000,0.000000,10.000000,5.555556,10.000000,0.746269,4.809287,4.809287,Yes,Yes,Yes,Yes,148.243161,15.555556,10.746269,Optimal,Optimal
C_both,0.410000,0.330000,0.405000,0.835000,0.797500,6080.607033,5929.644943,150.962091,2.482681,53.625000,55.555611,1.930611,92.850000,92.592585,0.257415,0.000000,0.000000,0.000000,10.000000,5.671642,10.000000,0.806600,4.865042,4.865042,Yes,Yes,Yes,Yes,150.962091,15.671642,10.806600,Optimal,Optimal
C_both,0.420000,0.335000,0.410000,0.832500,0.795000,6064.523417,5910.812734,153.710683,2.534588,54.750000,56.764346,2.014346,92.700000,92.431421,0.268580,0.000000,0.000000,0.000000,10.000000,5.789474,10.000000,0.867471,4.922002,4.922002,Yes,Yes,Yes,Yes,153.710683,15.789474,10.867471,Optimal,Optimal
C_both,0.430000,0.340000,0.415000,0.830000,0.792500,6048.415210,5891.925920,156.489290,2.587278,55.875000,57.973199,2.098199,92.550000,92.270240,0.279760,0.000000,0.000000,0.000000,10.000000,5.909091,10.000000,0.928889,4.980202,4.980202,Yes,Yes,Yes,Yes,156.489290,15.909091,10.928889,Optimal,Optimal
C_both,0.440000,0.345000,0.420000,0.827500,0.790000,6032.281784,5872.983413,159.298372,2.640765,57.000000,59.182154,2.182154,92.400000,92.109046,0.290954,0.000000,0.000000,0.000000,10.000000,6.030534,10.000000,0.990860,5.039674,5.039674,Yes,Yes,Yes,Yes,159.298372,16.030534,10.990860,Optimal,Optimal
C_both,0.450000,0.350000,0.425000,0.825000,0.787500,6016.122491,5853.984184,162.138307,2.695063,58.125000,60.391189,2.266189,92.250000,91.947842,0.302158,0.000000,0.000000,0.000000,10.000000,6.153846,10.000000,1.053391,5.100455,5.100455,Yes,Yes,Yes,Yes,162.138307,16.153846,11.053391,Optimal,Optimal
C_both,0.460000,0.355000,0.430000,0.822500,0.785000,5999.936659,5834.927091,165.009568,2.750189,59.250000,61.600286,2.350286,92.100000,91.786629,0.313372,0.000000,0.000000,0.000000,10.000000,6.279070,10.000000,1.116489,5.162581,5.162581,Yes,Yes,Yes,Yes,165.009568,16.279070,11.116489,Optimal,Optimal
C_both,0.470000,0.360000,0.435000,0.820000,0.782500,5983.723589,5815.810998,167.912591,2.806156,60.375000,62.809425,2.434425,91.950000,91.625410,0.324590,0.000000,0.000000,0.000000,10.000000,6.406250,10.000000,1.180160,5.226090,5.226090,Yes,Yes,Yes,Yes,167.912591,16.406250,11.180160,Optimal,Optimal
C_both,0.480000,0.365000,0.440000,0.817500,0.780000,5967.482564,5796.634720,170.847844,2.862980,61.500000,64.018584,2.518584,91.800000,91.464189,0.335811,0.000000,0.000000,0.000000,10.000000,6.535433,10.000000,1.244413,5.291020,5.291020,Yes,Yes,Yes,Yes,170.847844,16.535433,11.244413,Optimal,Optimal
C_both,0.490000,0.370000,0.445000,0.815000,0.777500,5951.212838,5777.397007,173.815831,2.920679,62.625000,65.227743,2.602743,91.650000,91.302968,0.347032,0.000000,0.000000,0.000000,10.000000,6.666667,10.000000,1.309254,5.357413,5.357413,Yes,Yes,Yes,Yes,173.815831,16.666667,11.309254,Optimal,Optimal
C_both,0.500000,0.375000,0.450000,0.812500,0.775000,5934.913636,5758.096570,176.817066,2.979269,63.750000,66.436880,2.686880,91.500000,91.141749,0.358251,0.000000,0.000000,0.000000,10.000000,6.800000,10.000000,1.374690,5.425310,5.425310,Yes,Yes,Yes,Yes,176.817066,16.800000,11.374690,Optimal,Optimal
